近所  きんじょ
具合  ぐあい
空気  くうき
空港  くうこう
草   くさ
首   くび
雲   くも
比べる くらべる
暮れる くれる
君   くん
毛   け
計画  けいかく
経験  けいけん
経済  けいざい
警察  けいさつ
景色  けしき
消しゴム    けしゴム
下宿  げしゅく
決して けっして
原因  げんいん
研究  けんきゅう
研究室 けんきゅうしつ
見物  けんぶつ
子   こ
郊外  こうがい
講義  こうぎ
工業  こうぎょう
高校  こうこう
高校生 こうこうせい
工場  こうじょう
校長  こうちょう
交通  こうつう
講堂  こうどう
高等学校    こうとうがっこう
公務員 こうむいん
国際  こくさい
心   こころ
御主人 ごしゅじん
故障  こしょう
ご存じ ごぞんじ
答   こたえ
小鳥  ことり
細かい こまかい
込む  こむ
米   こめ
怖い  こわい
壊す  こわす
壊れる こわれる
今度  こんど
今夜  こんや
最近  さいきん
最後  さいご
最初  さいしょ
坂   さか
探す  さがす
下る  さがる
盛ん  さかん
下げる さげる
差し上げる   さしあげる
寂しい さびしい
さ来月 さらいげつ
さ来週 さらいしゅう
騒ぐ  さわぐ
触る  さわる
産業  さんぎょう
残念  ざんねん
市   し
字   じ
試合  しあい
仕方  しかた
試験  しけん
事故  じこ
地震  じしん
時代  じだい
下着  したぎ
支度  したく
失敗  しっぱい
辞典  じてん
品物  しなもの
島   しま
市民  しみん
事務所 じむしょ
社会  しゃかい
社長  しゃちょう
自由  じゆう
習慣  しゅうかん
住所  じゅうしょ
柔道  じゅうどう
十分  じゅうぶん
出席  しゅっせき
出発  しゅっぱつ
趣味  しゅみ
準備  じゅんび
紹介  しょうかい
小学校 しょうがっこう
小説  しょうせつ
招待  しょうたい
承知  しょうち
将来  しょうらい
食事  しょくじ
食料品 しょくりょうひん
女性  じょせい
知らせる    しらせる
調べる しらべる
人口  じんこう
神社  じんじゃ
親切  しんせつ
心配  しんぱい
新聞社 しんぶんしゃ
水泳  すいえい
水道  すいどう
数学  すうがく
過ぎる すぎる
凄い  すごい
進む  すすむ
捨てる すてる
砂   すな
滑る  すべる
隅   すみ
済む  すむ
生活  せいかつ
生産  せいさん
政治  せいじ
西洋  せいよう
世界  せかい
席   せき
説明  せつめい
背中  せなか
世話  せわ
線   せん
戦争  せんそう
先輩  せんぱい
相談  そうだん
育てる そだてる
卒業  そつぎょう
祖父  そふ
祖母  そぼ
退院  たいいん
大学生 だいがくせい
大事  だいじ
大体  だいたい
大分  だいぶ
台風  たいふう
倒れる たおれる
確か  たしか
足す  たす
訪ねる たずねる
尋ねる たずねる
正しい ただしい
畳   たたみ
立てる たてる
建てる たてる
例えば たとえば
棚   たな
楽しみ たのしみ
楽む  たのしむ
為   ため
足りる たりる
男性  だんせい
暖房  だんぼう
血   ち
力   ちから
注意  ちゅうい
中学校 ちゅうがっこう
注射  ちゅうしゃ
駐車場 ちゅうしゃじょう
地理  ちり
捕まえる    つかまえる
付く  つく
漬ける つける
都合  つごう
伝える つたえる
続く  つづく
続ける つづける
包む  つつむ
妻   つま
釣る  つる
連れる つれる
丁寧  ていねい
適当  てきとう
手伝う てつだう
手袋  てぶくろ
寺   てら
点   てん
店員  てんいん
天気予報    てんきよほう
電灯  でんとう
電報  でんぽう
展覧会 てんらんかい
都   と
道具  どうぐ
動物園 どうぶつえん
遠く  とおく
通る  とおる
特に  とくに
特別  とくべつ
途中  とちゅう
特急  とっきゅう
届ける とどける
泊まる とまる
止める とめる
取り替える   とりかえる
泥棒  どろぼう
直す  なおす
直る  なおる
治る  なおる
中々  なかなか
泣く  なく
無くなる    なくなる
亡くなる    なくなる
投げる なげる
鳴る  なる
慣れる なれる
苦い  にがい
二階建て    にかいだて
逃げる にげる
日記  にっき
入院  にゅういん
入学  にゅうがく
似る  にる
人形  にんぎょう
盗む  ぬすむ
塗る  ぬる
熱   ねつ
寝坊  ねぼう
眠い  ねむい
眠る  ねむる
残る  のこる
乗り換える   のりかえる
乗り物 のりもの
葉   は
場合  ばあい
倍   ばい
拝見  はいけん
歯医者 はいしゃ
運ぶ  はこぶ
始める はじめる
場所  ばしょ
恥ずかしい   はずかしい
発音  はつおん
花見  はなみ
林   はやし
払う  はらう
番組  ばんぐみ
反対  はんたい
日   ひ
火   ひ
冷える ひえる
光   ひかり
光る  ひかる
引き出し    ひきだし
引き出す    ひきだす
飛行場 ひこうじょう
久しぶり    ひさしぶり
美術館 びじゅつかん
非常に ひじょうに
引っ越す    ひっこす
必要  ひつよう
開く  ひらく
昼間  ひるま
昼休み ひるやすみ
拾う  ひろう
増える ふえる
深い  ふかい
複雑  ふくざつ
復習  ふくしゅう
部長  ぶちょう
普通  ふつう
太る  ふとる
布団  ふとん
舟   ふね
不便  ふべん
踏む  ふむ
降り出す    ふりだす
文化  ぶんか
文学  ぶんがく
文法  ぶんぽう
別   べつ
変   へん
返事  へんじ
貿易  ぼうえき
放送  ほうそう
法律  ほうりつ
僕   ぼく
星   ほし
翻訳  ほんやく
参る  まいる
負ける まける
間違える    まちがえる
間に合う    まにあう
周り  まわり
回る  まわる
漫画  まんが
真中  まんなか
見える みえる
湖   みずうみ
味噌  みそ
見つかる    みつかる
見つける    みつける
皆   みな
港   みなと
向かう むかう
迎える むかえる
昔   むかし
虫   むし
息子  むすこ
娘   むすめ
無理  むり
召し上がる   めしあがる
珍しい めずらしい
申し上げる   もうしあげる
申す  もうす
戻る  もどる
木綿  もめん
森   もり
焼く  やく
約束  やくそく
役に立つ    やくにたつ
焼ける やける
優しい やさしい
痩せる やせる
止む  やむ
止める やめる
柔らかい    やわらかい
湯   ゆ
輸出  ゆしゅつ
輸入  ゆにゅう
指   ゆび
指輪  ゆびわ
夢   ゆめ
揺れる ゆれる
用   よう
用意  ようい
用事  ようじ
汚れる よごれる
予習  よしゅう
予定  よてい
予約  よやく
寄る  よる
喜ぶ  よろこぶ
理由  りゆう
利用  りよう
両方  りょうほう
旅館  りょかん
留守  るす
冷房  れいぼう
歴史  れきし
連絡  れんらく
沸かす わかす
別れる わかれる
沸く  わく
訳   わけ
忘れ物 わすれもの
笑う  わらう
割合  わりあい
割れる われる
泳ぎ方 およぎかた
会う  あう
青   あお
青い  あおい
赤   あか
赤い  あかい
明い  あかるい
秋   あき
開く  あく
開ける あける
上げる あげる
朝   あさ
朝御飯 あさごはん
足   あし
明日  あした
遊ぶ  あそぶ
暖かい あたたかい
頭   あたま
新しい あたらしい
暑い  あつい
熱い  あつい
厚い  あつい
後   あと
兄   あに
姉   あね
危ない あぶない
甘い  あまい
雨   あめ
飴   あめ
洗う  あらう
歩く  あるく
言う  いう
家   いえ
行く  いく
池   いけ
医者  いしゃ
忙しい いそがしい
痛い  いたい
一   いち
一日  いちにち
五日  いつか
一緒  いっしょ
五つ  いつつ
犬   いぬ
今   いま
意味  いみ
妹   いもうと
嫌   いや
入口  いりぐち
居る  いる
要る  いる
入れる いれる
色   いろ
上   うえ
後ろ  うしろ
薄い  うすい
歌   うた
歌う  うたう
生まれる    うまれる
海   うみ
売る  うる
煩い  うるさい
上着  うわぎ
絵   え
映画  えいが
映画館 えいがかん
英語  えいご
駅   えき
鉛筆  えんぴつ
多い  おおい
大きい おおきい
大きな おおきな
大勢  おおぜい
お母さん    おかあさん
お菓子 おかし
お金  おかね
起きる おきる
置く  おく
奥さん おくさん
お酒  おさけ
お皿  おさら
教える おしえる
押す  おす
遅い  おそい
お茶  おちゃ
お手洗い    おてあらい
お父さん    おとうさん
弟   おとうと
男   おとこ
男の子 おとこのこ
一昨日 おととい
一昨年 おととし
大人  おとな
同じ  おなじ
お兄さん    おにいさん
お姉さん    おねえさん
お風呂 おふろ
お弁当 おべんとう
覚える おぼえる
重い  おもい
泳ぐ  およぐ
降りる おりる
終る  おわる
音楽  おんがく
女   おんな
女の子 おんなのこ
外国  がいこく
外国人 がいこくじん
会社  かいしゃ
階段  かいだん
買い物 かいもの
買う  かう
返す  かえす
帰る  かえる
書く  かく
学生  がくせい
傘   かさ
貸す  かす
風   かぜ
風邪  かぜ
家族  かぞく
方   かた
学校  がっこう
家庭  かてい
角   かど
花瓶  かびん
紙   かみ
火曜日 かようび
辛い  からい
体   からだ
借りる かりる
軽い  かるい
川 かわ
河 かわ
漢字  かんじ
木   き
黄色  きいろ
黄色い きいろい
消える きえる
聞く  きく
北   きた
汚い  きたない
喫茶店 きっさてん
切手  きって
切符  きっぷ
昨日  きのう
九   きゅう
九   く
牛肉  ぎゅうにく
牛乳  ぎゅうにゅう
今日  きょう
教室  きょうしつ
兄弟  きょうだい
去年  きょねん
嫌い  きらい
切る  きる
着る  きる
銀行  ぎんこう
金曜日 きんようび
薬   くすり
果物  くだもの
口   くち
靴   くつ
靴下  くつした
国   くに
曇り  くもり
曇る  くもる
暗い  くらい
来る  くる
車   くるま
黒   くろ
黒い  くろい
警官  けいかん
今朝  けさ
消す  けす
結構  けっこう
結婚  けっこん
月曜日 げつようび
玄関  げんかん
元気  げんき
五   ご
公園  こうえん
交差点 こうさてん
紅茶  こうちゃ
交番  こうばん
声   こえ
午後  ごご
九日  ここのか
九つ  ここのつ
午前  ごぜん
答える こたえる
今年  ことし
言葉  ことば
子供  こども
御飯  ごはん
困る  こまる
今月  こんげつ
今週  こんしゅう
今晩  こんばん
財布  さいふ
魚   さかな
先   さき
咲く  さく
作文  さくぶん
差す  さす
雑誌  ざっし
砂糖  さとう
寒い  さむい
さ来年 さらいねん
三   さん
散歩する  さんぽする
四   し
四   よん
塩   しお
時間  じかん
仕事  しごと
辞書  じしょ
静か  しずか
下   した
七   しち
七   なな
質問  しつもん
自転車 じてんしゃ
自動車 じどうしゃ
死ぬ  しぬ
字引  じびき
自分  じぶん
閉まる しまる
閉める しめる
締める しめる
写真  しゃしん
十   じゅう
授業  じゅぎょう
宿題  しゅくだい
上手  じょうず
丈夫  じょうぶ
食堂  しょくどう
知る  しる
白   しろ
白い  しろい
新聞  しんぶん
水曜日 すいようび
吸う  すう
好き  すき
少ない すくない
少し  すこし
涼しい すずしい
住む  すむ
座る  すわる
背   せ
生徒  せいと
背広  せびろ
狭い  せまい
千   せん
先月  せんげつ
先週  せんしゅう
先生  せんせい
洗濯  せんたく
全部  ぜんぶ
掃除する  そうじする
外   そと
空   そら
大学  だいがく
大使館 たいしかん
大丈夫 だいじょうぶ
大好き だいすき
大切  たいせつ
台所  だいどころ
高い  たかい
出す  だす
立つ  たつ
建物  たてもの
楽しい たのしい
頼む  たのむ
食べ物 たべもの
食べる たべる
卵   たまご
誰   だれ
誰   だれか
誕生日 たんじょうび
小さい ちいさい
小さな ちいさな
近い  ちかい
違う  ちがう
近く  ちかく
地下鉄 ちかてつ
地図  ちず
茶色  ちゃいろ
一日  ついたち
使う  つかう
疲れる つかれる
次   つぎ
着く  つく
机   つくえ
作る  つくる
勤める つとめる
冷たい つめたい
強い  つよい
手   て
出かける    でかける
手紙  てがみ
出口  でぐち
出る  でる
天気  てんき
電気  でんき
電車  でんしゃ
電話  でんわ
戸   と
動物  どうぶつ
遠い  とおい
十日  とおか
時々  ときどき
時計  とけい
所   ところ
年   とし
図書館 としょかん
隣   となり
飛ぶ  とぶ
止まる とまる
友達  ともだち
土曜日 どようび
鳥   とり
とり肉 とりにく
取る  とる
撮る  とる
中   なか
長い  ながい
鳴く  なく
無くす なくす
夏   なつ
夏休み なつやすみ
七つ  ななつ
七日  なのか
名前  なまえ
習う  ならう
並ぶ  ならぶ
並べる ならべる
何   なん
何   なに
二   に
賑やか にぎやか
肉   にく
西   にし
日曜日 にちようび
荷物  にもつ
庭   にわ
脱ぐ  ぬぐ
温い  ぬるい
猫   ねこ
寝る  ねる
登る  のぼる
飲み物 のみもの
飲む  のむ
乗る  のる
歯   は
灰皿  はいざら
入る  はいる
葉書  はがき
箱   はこ
橋   はし
始まる はじまる
初め   はじめ
始め   はじめ
初めて はじめて
走る  はしる
二十歳 はたち
働く  はたらく
八   はち
二十日 はつか
花   はな
鼻   はな
話   はなし
話す  はなす
早い  はやい
速い  はやい
春   はる
貼る  はる
晴れ  はれ
晴れる はれる
半   はん
晩   ばん
番号  ばんごう
晩御飯 ばんごはん
半分  はんぶん
東   ひがし
引く  ひく
弾く  ひく
低い  ひくい
飛行機 ひこうき
左   ひだり
人   ひと
一つ  ひとつ
一月  ひとつき
一人  ひとり
暇   ひま
百   ひゃく
病院  びょういん
病気  びょうき
昼   ひる
昼御飯 ひるごはん
広い  ひろい
封筒  ふうとう
吹く  ふく
服   ふく
二つ  ふたつ
豚肉  ぶたにく
二人  ふたり
二日  ふつか
太い  ふとい
冬   ふゆ
降る  ふる
古い  ふるい
文章  ぶんしょう
下手  へた
部屋  へや
辺   へん
勉強する  べんきょうする
便利  べんり
帽子  ぼうし
欲しい ほしい
細い  ほそい
本   ほん
本棚  ほんだな
毎朝  まいあさ
毎月  まいげつ
毎月  まいつき
毎週  まいしゅう
毎日  まいにち
毎年  まいねん
毎年  まいとし
毎晩  まいばん
前   まえ
曲る  まがる
町   まち
待つ  まつ
窓   まど
丸い   まるい
円い   まるい
万   まん
万年筆 まんねんひつ
磨く  みがく
右   みぎ
短い  みじかい
水   みず
店   みせ
見せる みせる
道   みち
三日  みっか
三つ  みっつ
緑   みどり
皆さん みなさん
南   みなみ
耳   みみ
見る みる
六日  むいか
向こう むこう
難しい むずかしい
六つ  むっつ
村   むら
目   め
眼鏡  めがね
もう一度    もういちど
木曜日 もくようび
持つ  もつ
物   もの
門   もん
問題  もんだい
八百屋 やおや
野菜  やさい
易しい やさしい
安い  やすい
休み  やすみ
休む  やすむ
八つ  やっつ
山   やま
夕方  ゆうがた
夕飯  ゆうはん
郵便局 ゆうびんきょく
昨夜  ゆうべ
有名  ゆうめい
雪   ゆき
行く  ゆく
八日  ようか
洋服  ようふく
横   よこ
四日  よっか
四つ  よっつ
呼ぶ  よぶ
読む  よむ
夜   よる
弱い  よわい
来月  らいげつ
来週  らいしゅう
来年  らいねん
留学生 りゅうがくせい
両親  りょうしん
料理  りょうり
旅行  りょこう
零   れい
冷蔵庫 れいぞうこ
練習する  れんしゅうする
廊下  ろうか
六   ろく
若い  わかい
分かる わかる
忘れる わすれる
私   わたくし
私   わたし
渡す  わたす
渡る  わたる
悪い  わるい
